Name	Tags	Address	Apple Maps Link	Latitude	Longitude	Website	Info
Far Out 	Lunch/Dinner ☀️🌙	419 HARVARD ST. BROOKLINE, MA 02446	https://maps.apple.com/?address=419%20Harvard%20St,%20Brookline,%20MA%20%2002446,%20United%20States&auid=9206274691219808203&ll=42.345502,-71.126956&lsp=9902&q=Far%20Out	42.34548098	-71.12700144	https://www.farouticecream.com/now-scooping	The original home of this New Zealand Ice Creamery is at the Red Sox stadium. But they’re also opening a brick and mortar shop. They blend your choice of real fruit into a vanilla Ice Cream base, and have a dairy-free vanilla Ice Cream base option.
Fire + Ice	Lunch/Dinner ☀️🌙	205 Berkeley St, Boston, MA 02116	https://maps.apple.com/?address=205%20Berkeley%20St,%20Boston,%20MA%20%2002116,%20United%20States&auid=15435929782621645250&ll=42.350630,-71.072537&lsp=9902&q=FiRE+iCE	42.35066604	-71.07247667	https://fire-ice.com/locations/boston-ma/	A reader named Janet recommended two California locations for dairy-free lunch, dinner, and brunch options. But they recently opened a third location in Boston. It’s a Mongolian BBQ type place, but they offer a global array of flavors. Since you pick your own ingredients, it makes it easy to order without dairy and choose the right sauces. Janet said, “If the Grill has already been used or is being used for things that shouldn’t be anywhere near my food, they take mine to the back and cook it in a separate pan and deliver it to my table.”
Flour Bakery + Cafe ⭐️ 	Star ⭐️, Bakery 🍞, Cafe ☕️	30 Dalton St, Boston, MA 02115	https://maps.apple.com/?address=30%20Dalton%20St,%20Boston,%20MA%20%2002115,%20United%20States&auid=16553675420152368546&ll=42.345985,-71.084590&lsp=9902&q=Flour%20Bakery 🍞%20+%20Caf%C3%A9	42.34596088	-71.08472735	https://www.flourBakery.com/menu	Their savory menu includes a handful of gourmet dairy-free Sandwiches and salads. And they usually have a few dairy-free pastries, like vegan muffin tops, macaroons, and meringues. They also bake custom order cakes.
Flour Bakery + Cafe ⭐️ 	Star ⭐️, Bakery 🍞, Cafe ☕️	131 Clarendon St, Boston, MA 02116	https://maps.apple.com/?address=131%20Clarendon%20St,%20Boston,%20MA%20%2002116,%20United%20States&auid=2401772595078362694&ll=42.348314,-71.073733&lsp=9902&q=Flour%20Bakery 🍞%20+%20Caf%C3%A9	42.34832684	-71.07377755	https://www.flourBakery.com/menu	Their savory menu includes a handful of gourmet dairy-free Sandwiches and salads. And they usually have a few dairy-free pastries, like vegan muffin tops, macaroons, and meringues. They also bake custom order cakes.
Flour Bakery + Cafe ⭐️ 	Star ⭐️, Bakery 🍞, Cafe ☕️	190 Massachusetts Ave, Cambridge, MA 02139	https://maps.apple.com/?address=190%20Massachusetts%20Ave,%20Cambridge,%20MA%20%2002139,%20United%20States&auid=15742845599313884471&ll=42.361025,-71.096751&lsp=9902&q=Flour%20Bakery 🍞%20+%20Caf%C3%A9	42.36099006	-71.0966268	https://www.flourBakery.com/menu	Their savory menu includes a handful of gourmet dairy-free Sandwiches and salads. And they usually have a few dairy-free pastries, like vegan muffin tops, macaroons, and meringues. They also bake custom order cakes.
Flour Bakery + Cafe ⭐️ 	Star ⭐️, Bakery 🍞, Cafe ☕️	40 Erie St, Cambridge, MA 02139	https://maps.apple.com/?address=40%20Erie%20St,%20Cambridge,%20MA%20%2002139,%20United%20States&auid=4985981750173021017&ll=42.357753,-71.104226&lsp=9902&q=Flour%20Bakery 🍞%20+%20Caf%C3%A9	42.35732656	-71.10464782	https://www.flourBakery.com/menu	Their savory menu includes a handful of gourmet dairy-free Sandwiches and salads. And they usually have a few dairy-free pastries, like vegan muffin tops, macaroons, and meringues. They also bake custom order cakes.
Flour Bakery + Cafe ⭐️ 	Star ⭐️, Bakery 🍞, Cafe ☕️	114 Mt Auburn St, Cambridge, MA 02138	https://maps.apple.com/?address=114%20Mt%20Auburn%20St,%20Cambridge,%20MA%20%2002138,%20United%20States&auid=8301273385480236819&ll=42.373024,-71.122368&lsp=9902&q=Flour%20Bakery 🍞%20+%20Caf%C3%A9	42.37303979	-71.12238458	https://www.flourBakery.com/menu	Their savory menu includes a handful of gourmet dairy-free Sandwiches and salads. And they usually have a few dairy-free pastries, like vegan muffin tops, macaroons, and meringues. They also bake custom order cakes.
Flour Bakery + Cafe ⭐️ 	Star ⭐️, Bakery 🍞, Cafe ☕️	209 Cambridge St, Boston, MA 02114	https://maps.apple.com/?address=209%20Cambridge%20St,%20Boston,%20MA%20%2002114,%20United%20States&auid=14962648586884770094&ll=42.361354,-71.066673&lsp=9902&q=Flour%20Bakery 🍞%20+%20Caf%C3%A9	42.36133785	-71.06663609	https://www.flourBakery.com/menu	Their savory menu includes a handful of gourmet dairy-free Sandwiches and salads. And they usually have a few dairy-free pastries, like vegan muffin tops, macaroons, and meringues. They also bake custom order cakes.
Flour Bakery + Cafe ⭐️ 	Star ⭐️, Bakery 🍞, Cafe ☕️	1595 Washington St, Boston, MA 02118	https://maps.apple.com/?address=1595%20Washington%20St,%20Boston,%20MA%20%2002118,%20United%20States&auid=9246512173907600496&ll=42.338451,-71.074524&lsp=9902&q=Flour%20Bakery 🍞%20+%20Caf%C3%A9	42.33846193	-71.07455507	https://www.flourBakery.com/menu	Their savory menu includes a handful of gourmet dairy-free Sandwiches and salads. And they usually have a few dairy-free pastries, like vegan muffin tops, macaroons, and meringues. They also bake custom order cakes.
Flour Bakery + Cafe ⭐️ 	Star ⭐️, Bakery 🍞, Cafe ☕️	12 Farnsworth St, Boston, MA 02210	https://maps.apple.com/?address=12%20Farnsworth%20St,%20Boston,%20MA%20%2002210,%20United%20States&auid=2663996044063891808&ll=42.351280,-71.048837&lsp=9902&q=Flour%20Bakery 🍞%20+%20Caf%C3%A9	42.3512329	-71.04875929	https://www.flourBakery.com/menu	Their savory menu includes a handful of gourmet dairy-free Sandwiches and salads. And they usually have a few dairy-free pastries, like vegan muffin tops, macaroons, and meringues. They also bake custom order cakes.
FoMu	Dessert 🍰, Ice Cream 🍦 	655 Tremont St, Boston, MA 02118	https://maps.apple.com/?address=655%20Tremont%20St,%20Boston,%20MA%20%2002118,%20United%20States&auid=7975781128924564411&ll=42.342079,-71.075583&lsp=9902&q=FoMu	42.34213856	-71.07566564	https://www.fomuicecream.com/ingredients/	At last count, they had two locations in Boston, one on the South End and in the Fenway area. Both are purely vegan Ice Cream parlors offering unique scoops and an array of desserts — from fresh-baked cookies and magic bars to billowing waffle cones and Ice Cream cakes.
FoMu	Dessert 🍰, Ice Cream 🍦 	140 Brookline Ave, Boston, MA 02215	https://maps.apple.com/?address=140%20Brookline%20Ave,%20Boston,%20MA%20%2002215,%20United%20States&auid=13630806322219058750&ll=42.344339,-71.101355&lsp=9902&q=FoMu	42.34498555	-71.10053887	https://www.fomuicecream.com/ingredients/	At last count, they had two locations in Boston, one on the South End and in the Fenway area. Both are purely vegan Ice Cream parlors offering unique scoops and an array of desserts — from fresh-baked cookies and magic bars to billowing waffle cones and Ice Cream cakes.
FoMu	Dessert 🍰, Ice Cream 🍦 	617 Centre St, Jamaica Plain, MA 02130	https://maps.apple.com/?address=617%20Centre%20St,%20Boston,%20MA%20%2002130,%20United%20States&auid=327546642360360892&ll=42.314302,-71.114266&lsp=9902&q=FoMu	42.32200767	-71.10985422	https://www.fomuicecream.com/ingredients/	At last count, they had two locations in Boston, one on the South End and in the Fenway area. Both are purely vegan Ice Cream parlors offering unique scoops and an array of desserts — from fresh-baked cookies and magic bars to billowing waffle cones and Ice Cream cakes.
GreCo	Greek 🇬🇷	225 Newbury St, Boston, MA 02116	https://maps.apple.com/?address=225%20Newbury%20St,%20Boston,%20MA%20%2002116,%20United%20States&auid=2294118881294847821&ll=42.350071,-71.081704&lsp=9902&q=Greco	42.35002056	-71.08165331	https://grecotrulyGreek.com/wp-content/uploads/2022/07/ALLERGEN-MENU-JUL-2022.pdf	Valerie says this local chain “is shockingly decent for people who are dairy-free. Their outstanding zucchini chips are dairy-free, and their pitas can almost all be made without dairy.” They offer a classic menu of pitas, plates, salads, and souvlaki.
GreCo	Greek 🇬🇷	1 Milk St, Boston, MA 02109	https://maps.apple.com/?address=1%20Milk%20St,%20Boston,%20MA%20%2002109,%20United%20States&auid=15410393453211031087&ll=42.356722,-71.058403&lsp=9902&q=GRECO	42.35679481	-71.05855883	https://grecotrulyGreek.com/wp-content/uploads/2022/07/ALLERGEN-MENU-JUL-2022.pdf	Valerie says this local chain “is shockingly decent for people who are dairy-free. Their outstanding zucchini chips are dairy-free, and their pitas can almost all be made without dairy.” They offer a classic menu of pitas, plates, salads, and souvlaki.
GreCo	Greek 🇬🇷	200 Pier 4 Blvd., Boston, MA 02210	https://maps.apple.com/?address=200%20Pier%204%20Blvd,%20Boston,%20MA%20%2002210,%20United%20States&auid=1160299024995402408&ll=42.352024,-71.042835&lsp=9902&q=Greco	42.35196165	-71.04282008	https://grecotrulyGreek.com/wp-content/uploads/2022/07/ALLERGEN-MENU-JUL-2022.pdf	Valerie says this local chain “is shockingly decent for people who are dairy-free. Their outstanding zucchini chips are dairy-free, and their pitas can almost all be made without dairy.” They offer a classic menu of pitas, plates, salads, and souvlaki.
Hokkaido Ramen Santouka	Ramen 🍜, Lunch/Dinner ☀️🌙	66 Hereford St, Boston, MA 02115	https://maps.apple.com/?address=66%20Hereford%20St,%20Boston,%20MA%20%2002115,%20United%20States&auid=10200217809627383185&ll=42.348457,-71.085339&lsp=9902&q=Hokkaido%20Ramen 🍜%20Santouka	42.34846624	-71.08533927	https://www.santouka.co.jp/en	Shoyu Ramen and many other options are dairy-free. Speak with your server
Hokkaido Ramen Santouka	Ramen 🍜, Lunch/Dinner ☀️🌙	1 Bow St, Cambridge, MA 02138	https://maps.apple.com/?address=1%20Bow%20St,%20Cambridge,%20MA%20%2002138,%20United%20States&auid=11032271871475671243&ll=42.372118,-71.115855&lsp=9902&q=Hokkaido%20Ramen 🍜%20Santouka	42.37215848	-71.11591253	https://www.santouka.co.jp/en	Shoyu Ramen and many other options are dairy-free. Speak with your server
Honeygrow 	Lunch/Dinner ☀️🌙	1282 Boylston St., Boston, MA 02215	https://maps.apple.com/?address=1282%20Boylston%20St,%20Boston,%20MA%20%2002215,%20United%20States&auid=15079065984668622106&ll=42.344661,-71.096647&lsp=9902&q=honeygrow	42.34461399	-71.09698541	https://honeygrow-nutrition.s3.amazonaws.com/hg+-+nutritional+%26+allergy+-+winter+2020.pdf	This fresh restaurant concept offers several dairy-free stir fries, build-your-own salad with many dairy-free dressing options, and a “honeybar” where you pick your fruit, honey drizzle, and other toppings. They have a great allergen chart available, which breaks down all components for the build-your-own options.
Honeygrow 	Lunch/Dinner ☀️🌙	100 Northern Ave., Boston, MA 02210	https://maps.apple.com/?address=100%20Northern%20Ave,%20Boston,%20MA%20%2002210,%20United%20States&auid=8274237245902781454&ll=42.352085,-71.043650&lsp=9902&q=honeygrow	42.35237455	-71.04334595	https://honeygrow-nutrition.s3.amazonaws.com/hg+-+nutritional+%26+allergy+-+winter+2020.pdf	This fresh restaurant concept offers several dairy-free stir fries, build-your-own salad with many dairy-free dressing options, and a “honeybar” where you pick your fruit, honey drizzle, and other toppings. They have a great allergen chart available, which breaks down all components for the build-your-own options.
Inna’s Kitchen ⭐️ 	Lunch/Dinner ☀️🌙, Bakery 🍞	547 Commonwealth Ave, Newton, MA 02459	https://maps.apple.com/?address=547%20Commonwealth%20Ave,%20Newton,%20MA%20%2002459,%20United%20States&auid=14840123789676968489&ll=42.336545,-71.189037&lsp=9902&q=Inna's%20Kitchen%20Culinaria	42.33655446	-71.18895153	https://innaskitchen.com/blog/nnaskitchen.com/p/gluten-free.html	This Newton-based kitchen also sells via WhatsGood at the Boston Public Market. They offer homemade to-go meals, baked goods, and frozen entrees, which are kosher, gluten-free, dairy-free, and nut-free.
Insomnia Cookies 	Dessert 🍰, Bakery 🍞	708 Commonwealth Ave, Boston, MA 02215	https://maps.apple.com/?address=708%20Commonwealth%20Ave,%20Boston,%20MA%20%2002215,%20United%20States&auid=13964753445740491770&ll=42.349549,-71.105441&lsp=9902&q=Insomnia%20Cookies	42.34954166	-71.10543601	https://app.insomniacookies.com/vegan-gluten-free-chocolate-chip-cookie#:~:text=Is%20Insomnia%20Cookies%20allergy%20friendly,allergies%20not%20consume%20our%20products.	This sweet chain offers a few flavors of vegan cookies year round, like Birthday Cake and Double Chocolate Chunk. But they also bake up seasonal vegan flavors throughout the year.
Insomnia Cookies 	Dessert 🍰, Bakery 🍞	65 Mt Auburn St, Cambridge, MA 02138	https://maps.apple.com/?address=65%20Mt%20Auburn%20St,%20Cambridge,%20MA%20%2002138,%20United%20States&auid=16036629832204419444&ll=42.372040,-71.118029&lsp=9902&q=Insomnia%20Cookies	42.37199323	-71.1180539	https://app.insomniacookies.com/vegan-gluten-free-chocolate-chip-cookie#:~:text=Is%20Insomnia%20Cookies%20allergy%20friendly,allergies%20not%20consume%20our%20products.	This sweet chain offers a few flavors of vegan cookies year round, like Birthday Cake and Double Chocolate Chunk. But they also bake up seasonal vegan flavors throughout the year.
Insomnia Cookies 	Dessert 🍰, Bakery 🍞	61 Bromfield St, Boston, MA 02108	https://maps.apple.com/?address=61%20Bromfield%20St,%20Boston,%20MA%20%2002108,%20United%20States&auid=3080421544798025692&ll=42.357028,-71.060763&lsp=9902&q=Insomnia%20Cookies	42.35705155	-71.06077863	https://app.insomniacookies.com/vegan-gluten-free-chocolate-chip-cookie#:~:text=Is%20Insomnia%20Cookies%20allergy%20friendly,allergies%20not%20consume%20our%20products.	This sweet chain offers a few flavors of vegan cookies year round, like Birthday Cake and Double Chocolate Chunk. But they also bake up seasonal vegan flavors throughout the year.
Intelligentsia 	Coffee ☕️, Bakery 🍞	810 Mount Auburn St. Watertown, MA 02472	https://maps.apple.com/?address=810%20Mt%20Auburn%20St,%20Watertown,%20MA%20%2002472,%20United%20States&auid=17701257829276364453&ll=42.374553,-71.150985&lsp=9902&q=Intelligentsia%20Coffee ☕️	42.37452955	-71.1510191	https://www.intelligentsia.com/	This U.S. Coffee chain offers oat milk and almond milk, and usually has a specialty dairy-free Drink right on the menu. They also typically have a couple vegan pastry options (not guaranteed, but most locations have a rotating selection) and some vegan pre-packaged food options.
Intelligentsia 	Coffee ☕️, Bakery 🍞	225 Franklin St. Boston, MA 02110	https://maps.apple.com/?address=225%20Franklin%20St,%20Boston,%20MA%20%2002110,%20United%20States&auid=7697699305799906155&ll=42.356042,-71.053999&lsp=9902&q=Intelligentsia	42.35596112	-71.05395334	https://www.intelligentsia.com/	This U.S. Coffee chain offers oat milk and almond milk, and usually has a specialty dairy-free Drink right on the menu. They also typically have a couple vegan pastry options (not guaranteed, but most locations have a rotating selection) and some vegan pre-packaged food options.
J.P. Licks ⭐️ 	Star ⭐️, Ice Cream 🍦, Dessert 🍰	1106 Boylston St, Boston, MA 02215	https://maps.apple.com/?address=1106%20Boylston%20St,%20Boston,%20MA%2002115,%20United%20States&auid=382322308583141014&ll=42.346880,-71.088589&lsp=9902&q=J.P.%20Licks	42.3467988	-71.0885557	https://jplicks.com/product/allergen-information/	This popular local Ice Cream chain does a great job of labeling for dairy-free, gluten-free, and vegan customers. They regularly offer some creamy dairy-free flavors, usually made with coconut milk or oat milk. They also offer nuts, coconut, crushed cookies, fruits, and peanut butter sauce as dairy-free toppings, and can whip you up a creamy dairy-free frappe, among other Drinks. For milkshakes and Coffee Drinks, they have almond milk, coconut milk, and soy milk available. They have several locations around the city.
J.P. Licks ⭐️ 	Star ⭐️, Ice Cream 🍦, Dessert 🍰	173 Newbury St, Boston, MA 02116	https://maps.apple.com/?address=173%20Newbury%20St,%20Boston,%20MA%20%2002116,%20United%20States&auid=2356076851270820934&ll=42.350703,-71.079193&lsp=9902&q=J.P.%20Licks	42.35068483	-71.07923339	https://jplicks.com/product/allergen-information/	This popular local Ice Cream chain does a great job of labeling for dairy-free, gluten-free, and vegan customers. They regularly offer some creamy dairy-free flavors, usually made with coconut milk or oat milk. They also offer nuts, coconut, crushed cookies, fruits, and peanut butter sauce as dairy-free toppings, and can whip you up a creamy dairy-free frappe, among other Drinks. For milkshakes and Coffee Drinks, they have almond milk, coconut milk, and soy milk available. They have several locations around the city.
J.P. Licks ⭐️ 	Star ⭐️, Ice Cream 🍦, Dessert 🍰	150 Charles St, Boston, MA 02114	https://maps.apple.com/?address=150%20Charles%20St,%20Boston,%20MA%20%2002114,%20United%20States&auid=14986392012293571088&ll=42.360101,-71.070963&lsp=9902&q=JP%20Licks	42.29965843	-71.06516116	https://jplicks.com/product/allergen-information/	This popular local Ice Cream chain does a great job of labeling for dairy-free, gluten-free, and vegan customers. They regularly offer some creamy dairy-free flavors, usually made with coconut milk or oat milk. They also offer nuts, coconut, crushed cookies, fruits, and peanut butter sauce as dairy-free toppings, and can whip you up a creamy dairy-free frappe, among other Drinks. For milkshakes and Coffee Drinks, they have almond milk, coconut milk, and soy milk available. They have several locations around the city.
J.P. Licks ⭐️ 	Star ⭐️, Ice Cream 🍦, Dessert 🍰	1618 Tremont St, One Brigham Circle, Boston, MA 02120	https://maps.apple.com/?address=1618%20Tremont%20St,%20Boston,%20MA%20%2002120,%20United%20States&auid=8829270668529032749&ll=42.333801,-71.104172&lsp=9902&q=J.P.%20Licks	42.33373279	-71.10415578	https://jplicks.com/product/allergen-information/	This popular local Ice Cream chain does a great job of labeling for dairy-free, gluten-free, and vegan customers. They regularly offer some creamy dairy-free flavors, usually made with coconut milk or oat milk. They also offer nuts, coconut, crushed cookies, fruits, and peanut butter sauce as dairy-free toppings, and can whip you up a creamy dairy-free frappe, among other Drinks. For milkshakes and Coffee Drinks, they have almond milk, coconut milk, and soy milk available. They have several locations around the city.
J.P. Licks ⭐️ 	Star ⭐️, Ice Cream 🍦, Dessert 🍰	Coolidge Corner, 311 Harvard St, Brookline, MA 02445	https://maps.apple.com/?address=311%20Harvard%20St,%20Brookline,%20MA%20%2002446,%20United%20States&auid=2698459891145718380&ll=42.343356,-71.122881&lsp=9902&q=JP%20Licks	42.34338112	-71.12286662	https://jplicks.com/product/allergen-information/	This popular local Ice Cream chain does a great job of labeling for dairy-free, gluten-free, and vegan customers. They regularly offer some creamy dairy-free flavors, usually made with coconut milk or oat milk. They also offer nuts, coconut, crushed cookies, fruits, and peanut butter sauce as dairy-free toppings, and can whip you up a creamy dairy-free frappe, among other Drinks. For milkshakes and Coffee Drinks, they have almond milk, coconut milk, and soy milk available. They have several locations around the city.
J.P. Licks ⭐️ 	Star ⭐️, Ice Cream 🍦, Dessert 🍰	24 District Ave, Boston, MA 02118	https://maps.apple.com/?address=24%20District%20Ave,%20Dorchester,%20MA%2002125,%20United%20States&auid=17150294967264612665&ll=42.325222,-71.062725&lsp=9902&q=J.P.%20Licks	42.32521208	-71.06265881	https://jplicks.com/product/allergen-information/	This popular local Ice Cream chain does a great job of labeling for dairy-free, gluten-free, and vegan customers. They regularly offer some creamy dairy-free flavors, usually made with coconut milk or oat milk. They also offer nuts, coconut, crushed cookies, fruits, and peanut butter sauce as dairy-free toppings, and can whip you up a creamy dairy-free frappe, among other Drinks. For milkshakes and Coffee Drinks, they have almond milk, coconut milk, and soy milk available. They have several locations around the city.
J.P. Licks ⭐️ 	Star ⭐️, Ice Cream 🍦, Dessert 🍰	397 W Broadway, South Boston, MA 02127	https://maps.apple.com/?address=397%20W%20Broadway%20St,%20South%20Boston,%20MA%2002127,%20United%20States&auid=10875080214399916678&ll=42.337125,-71.048629&lsp=9902&q=J.P.%20Licks	42.33707089	-71.04858181	https://jplicks.com/product/allergen-information/	This popular local Ice Cream chain does a great job of labeling for dairy-free, gluten-free, and vegan customers. They regularly offer some creamy dairy-free flavors, usually made with coconut milk or oat milk. They also offer nuts, coconut, crushed cookies, fruits, and peanut butter sauce as dairy-free toppings, and can whip you up a creamy dairy-free frappe, among other Drinks. For milkshakes and Coffee Drinks, they have almond milk, coconut milk, and soy milk available. They have several locations around the city.
J.P. Licks ⭐️ 	Star ⭐️, Ice Cream 🍦, Dessert 🍰	659 Centre St, Boston, MA 02130	https://maps.apple.com/?address=659%20Centre%20St,%20Jamaica%20Plain,%20MA%2002130,%20United%20States&auid=4025713199529537511&ll=42.312874,-71.114425&lsp=9902&q=JP%20Licks	42.31280228	-71.11430745	https://jplicks.com/product/allergen-information/	This popular local Ice Cream chain does a great job of labeling for dairy-free, gluten-free, and vegan customers. They regularly offer some creamy dairy-free flavors, usually made with coconut milk or oat milk. They also offer nuts, coconut, crushed cookies, fruits, and peanut butter sauce as dairy-free toppings, and can whip you up a creamy dairy-free frappe, among other Drinks. For milkshakes and Coffee Drinks, they have almond milk, coconut milk, and soy milk available. They have several locations around the city.
J.P. Licks ⭐️ 	Star ⭐️, Ice Cream 🍦, Dessert 🍰	1312 Massachusetts Ave, Cambridge, MA 02138	https://maps.apple.com/?address=1312%20Massachusetts%20Ave,%20Cambridge,%20MA%20%2002138,%20United%20States&auid=4653513930185809835&ll=42.372831,-71.117545&lsp=9902&q=J.P.%20Licks	42.37285264	-71.11751247	https://jplicks.com/product/allergen-information/	This popular local Ice Cream chain does a great job of labeling for dairy-free, gluten-free, and vegan customers. They regularly offer some creamy dairy-free flavors, usually made with coconut milk or oat milk. They also offer nuts, coconut, crushed cookies, fruits, and peanut butter sauce as dairy-free toppings, and can whip you up a creamy dairy-free frappe, among other Drinks. For milkshakes and Coffee Drinks, they have almond milk, coconut milk, and soy milk available. They have several locations around the city.
Jennifer Lee’s Bakery ⭐️ 	Lunch/Dinner ☀️🌙, Vegan 🍃, Bakery 🍞, Top-9 🤗 	100 Hanover St, Boston, MA 02108	https://maps.apple.com/?address=100%20Hanover%20St,%20Boston,%20MA%20%2002108,%20United%20States&auid=18268068929812037733&ll=42.362169,-71.057491&lsp=9902&q=Jennifer%20Lee's%20Gourmet%20Bakery 🍞	42.36164356	-71.05636496	https://www.jenniferleesshoppe.com/	This is a gluten-free, top allergen-free Bakery that also shuns coconut and sesame. They offer all types of treats, from cannoli to cookies to cupcakes. They also bake custom order cakes.
Juice Press ⭐️	Star ⭐️, Vegan 🍃, Drink 🧉	225 Franklin St, Boston, MA 02110	https://maps.apple.com/?address=225%20Franklin%20St,%20Boston,%20MA%20%2002110,%20United%20States&auid=1242593582396512669&ll=42.356042,-71.053999&lsp=9902&q=Juice%20Press	42.35597408	-71.05396163	https://juicepress.com/allergen-warning	This purely Plant-Based and dairy-free juice chain blends Healthy Smoothies and protein shakes with almond milk, offers blue magic and acai bowls, and sells several vegan grab-and-go snacks.
Juice Press ⭐️	Star ⭐️, Vegan 🍃, Drink 🧉	109 Seaport Blvd, Boston, MA 02210	https://maps.apple.com/?address=109%20Seaport%20Blvd,%20Boston,%20MA%20%2002210,%20United%20States&auid=4863941634269557669&ll=42.351075,-71.045580&lsp=9902&q=Juice%20Press	42.35127208	-71.04512194	https://juicepress.com/allergen-warning	This purely Plant-Based and dairy-free juice chain blends Healthy Smoothies and protein shakes with almond milk, offers blue magic and acai bowls, and sells several vegan grab-and-go snacks.
Juice Press ⭐️	Star ⭐️, Vegan 🍃, Drink 🧉	500 Boylston St, Boston, MA 02116	https://maps.apple.com/?address=500%20Boylston%20St,%20Boston,%20MA%20%2002116,%20United%20States&auid=9023975822233967831&ll=42.350235,-71.074612&lsp=9902&q=Juice%20Press	42.35036496	-71.07447202	https://juicepress.com/allergen-warning	This purely Plant-Based and dairy-free juice chain blends Healthy Smoothies and protein shakes with almond milk, offers blue magic and acai bowls, and sells several vegan grab-and-go snacks.
Juice Press ⭐️	Star ⭐️, Vegan 🍃, Drink 🧉	33 Boylston St, Newton, MA 02467	https://maps.apple.com/?address=33%20Boylston%20St,%20Chestnut%20Hill,%20MA%2002467,%20United%20States&auid=13259516520004106897&ll=42.322731,-71.168907&lsp=9902&q=Juice%20Press	42.32277703	-71.16872027	https://juicepress.com/allergen-warning	This purely Plant-Based and dairy-free juice chain blends Healthy Smoothies and protein shakes with almond milk, offers blue magic and acai bowls, and sells several vegan grab-and-go snacks.
La Colombe 	Coffee ☕️, Bakery 🍞	745 Atlantic Ave, Boston, MA 02111	https://maps.apple.com/?address=745%20Atlantic%20Ave,%20Boston,%20MA%20%2002111,%20United%20States&auid=12476872631766528381&ll=42.350313,-71.057091&lsp=9902&q=La%20Colombe%20Coffee ☕️%20Roasters	42.35030537	-71.05702624	https://www.lacolombe.com/?utm_content=paid&utm_medium=search&utm_source=google&utm_campaign=evergreen&gclid=Cj0KCQjw6cKiBhD5ARIsAKXUdyYj4T3BM7newedX698PjQttrojktE-9IrreFuqVkYA-vtaN3tESTk0aAl3hEALw_wcB	This Coffee chain is known for their oatmilk draft lattes, which they also offer on tap. They also usually have some dairy-free baked goodies (some vegan, some with eggs), like quick bread slices and cookies, and biscotti. The options can vary by location, so ask for allergen information at the shop.
La Colombe 	Coffee ☕️, Bakery 🍞	29 Northern Ave, Boston, MA 02210	https://maps.apple.com/?address=29%20Northern%20Ave,%20Boston,%20MA%20%2002210,%20United%20States&auid=543983047601686847&ll=42.353406,-71.047425&lsp=9902&q=La%20Colombe%20Coffee ☕️%20Roasters	42.35341182	-71.04721676	https://www.lacolombe.com/?utm_content=paid&utm_medium=search&utm_source=google&utm_campaign=evergreen&gclid=Cj0KCQjw6cKiBhD5ARIsAKXUdyYj4T3BM7newedX698PjQttrojktE-9IrreFuqVkYA-vtaN3tESTk0aAl3hEALw_wcB	This Coffee chain is known for their oatmilk draft lattes, which they also offer on tap. They also usually have some dairy-free baked goodies (some vegan, some with eggs), like quick bread slices and cookies, and biscotti. The options can vary by location, so ask for allergen information at the shop.
La Colombe 	Coffee ☕️, Bakery 🍞	348 Harrison Ave, Boston, MA 02118	https://maps.apple.com/?address=348%20Harrison%20Ave,%20Boston,%20MA%20%2002118,%20United%20States&auid=3585577372638256626&ll=42.345384,-71.062700&lsp=9902&q=La%20Colombe%20Coffee ☕️%20Bar	42.34543887	-71.06277634	https://www.lacolombe.com/?utm_content=paid&utm_medium=search&utm_source=google&utm_campaign=evergreen&gclid=Cj0KCQjw6cKiBhD5ARIsAKXUdyYj4T3BM7newedX698PjQttrojktE-9IrreFuqVkYA-vtaN3tESTk0aAl3hEALw_wcB	This Coffee chain is known for their oatmilk draft lattes, which they also offer on tap. They also usually have some dairy-free baked goodies (some vegan, some with eggs), like quick bread slices and cookies, and biscotti. The options can vary by location, so ask for allergen information at the shop.
Läderach	Dessert 🍰	800 Boylston St, Boston, MA 02199	https://maps.apple.com/?address=800%20Boylston%20St,%20Boston,%20MA%2002199,%20United%20States&auid=15322840490033734493&ll=42.347174,-71.081355&lsp=9902&q=L%C3%A4derach	42.34847121	-71.08257507	https://laderach.com/us-en/vegan	These Swiss chocolate shops now offer a full dairy-free and vegan line with various dark and cashewmilk chocolate options. The decadent collection includes bars, all types of barks, and some other confections.
Levain Bakery 	Bakery 🍞	180 Newbury Street Boston, MA 02116	https://maps.apple.com/?address=180%20Newbury%20St,%20Boston,%20MA%20%2002116,%20United%20States&auid=15585718917359738194&ll=42.350274,-71.079163&lsp=9902&q=Levain%20Bakery 🍞	42.35020694	-71.07928258	https://levainBakery.com/pages/faq	They bake fresh dairy-free breads, but also offer big, thick, vegan and gluten-free chocolate chip walnut cookies on their daily menu.
Life Alive ⭐️ 	Star ⭐️, Cafe ☕️, Drink 🧉	431 Boylston St, Boston, MA 02116	https://maps.apple.com/?address=431%20Boylston%20St,%20Boston,%20MA%20%2002116,%20United%20States&auid=6072221820111134961&ll=42.351567,-71.072889&lsp=9902&q=Life%20Alive	42.35153129	-71.072918	https://mealplans.lifealive.com/pages/allergen-guide	This organic vegetarian Cafe has several locations in Massachusetts. They clearly label dairy on the menu, and serve several creative vegan dishes. They serve a big selections of greens, grain dishes, soups, Smoothies, and other Drinks.
